Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
04/11/17,2017,St Johnstone,Celtic,13.0,6.5,1.19,0,4,A,1,1,2,4,0,1,50,33,3,0,9,1,3,0,50,33
04/11/17,2017,Ross County,Motherwell,2.5,3.39,2.7,3,2,H,1,2,3,4,0,0,17,17,2,0,5,3,0,0,17,17
04/11/17,2017,Rangers,Partick,1.36,4.75,8.5,3,0,H,1,1,5,4,1,1,20,40,0,1,1,4,0,1,20,40
04/11/17,2017,Hibernian,Dundee,1.39,4.5,8.0,2,1,H,1,1,3,3,0,0,40,20,0,2,2,4,0,0,40,20
04/11/17,2017,Hamilton,Aberdeen,5.75,3.75,1.6,2,2,D,0,2,2,6,0,1,17,17,2,0,2,0,0,0,17,17
31/10/17,2017,Kilmarnock,Hibernian,5.25,3.75,1.64,0,3,A,0,1,3,5,0,1,0,33,2,0,4,2,0,0,0,33
28/10/17,2017,Partick,St Johnstone,2.62,3.39,2.54,1,0,H,1,1,3,4,0,1,17,33,0,3,2,7,0,1,17,33
28/10/17,2017,Motherwell,Hibernian,3.2,3.39,2.2,0,1,A,2,1,5,1,2,0,67,0,1,0,4,3,0,0,67,0
28/10/17,2017,Dundee,Hamilton,2.04,3.39,3.5,1,3,A,2,1,5,4,0,0,40,20,0,2,4,6,0,0,40,20
28/10/17,2017,Celtic,Kilmarnock,1.12,8.0,19.0,1,1,D,2,0,7,2,1,0,60,40,1,0,4,2,1,0,60,40
28/10/17,2017,Aberdeen,Ross County,1.5,4.2,6.25,2,1,H,1,1,4,4,1,1,60,20,1,1,2,4,1,1,60,20
25/10/17,2017,Rangers,Kilmarnock,1.25,5.75,11.0,1,1,D,1,1,4,3,1,1,25,25,1,1,3,3,1,1,25,25
25/10/17,2017,Dundee,Motherwell,2.75,3.25,2.54,0,1,A,2,0,6,4,0,0,50,25,1,1,5,7,0,1,50,25
25/10/17,2017,Aberdeen,Celtic,7.0,4.0,1.5,0,3,A,2,0,6,2,1,0,75,25,3,0,8,1,3,0,75,25
24/10/17,2017,St Johnstone,Ross County,2.29,3.29,3.1,0,0,D,1,1,3,5,0,1,60,20,1,2,2,6,1,2,60,20
24/10/17,2017,Hibernian,Hearts,1.95,3.39,3.89,1,0,H,0,2,3,6,0,1,25,25,1,1,4,4,0,0,25,25
24/10/17,2017,Hamilton,Partick,2.45,3.29,2.79,0,0,D,0,3,3,8,0,1,20,0,0,2,1,5,0,1,20,0
21/10/17,2017,Ross County,Hamilton,1.85,3.79,4.0,2,1,H,0,2,2,4,0,0,0,20,1,1,6,5,1,0,0,20
21/10/17,2017,Partick,Dundee,2.37,3.29,2.89,2,1,H,0,1,3,5,0,1,0,40,0,2,2,6,0,1,0,40
