Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
19/02/2023,2022,Excelsior,Nijmegen,3.3,3.4,2.2,0.0,3.0,A,1,1,3,4,1,1,50,10,0,2,0,3,0,1,50,10
19/02/2023,2022,Ajax,Sparta Rotterdam,1.22,7.0,12.0,4.0,0.0,H,1,0,4,2,1,0,50,40,1,0,4,1,1,0,50,40
19/02/2023,2022,Utrecht,PSV Eindhoven,3.8,4.0,1.85,2.0,2.0,D,2,0,3,1,0,0,50,30,0,1,4,5,0,0,50,30
19/02/2023,2022,Go Ahead Eagles,Twente,4.2,3.5,1.91,2.0,0.0,H,1,1,4,6,0,1,27,36,0,0,3,3,0,0,27,36
19/02/2023,2022,Cambuur,Heerenveen,3.2,3.3,2.3,1.0,2.0,A,0,3,1,10,0,2,9,0,0,2,0,3,0,1,9,0
18/02/2023,2022,Feyenoord,AZ Alkmaar,1.7,3.8,5.0,2.0,1.0,H,1,0,5,3,1,0,60,40,2,0,7,2,2,0,60,40
18/02/2023,2022,Groningen,FC Emmen,2.3,3.3,3.2,1.0,1.0,D,0,2,1,5,0,1,20,20,0,3,1,7,0,3,20,20
18/02/2023,2022,Volendam,Vitesse,3.6,3.6,2.0,2.0,0.0,H,2,0,6,4,0,0,30,10,1,1,5,4,1,0,30,10
17/02/2023,2022,Waalwijk,For Sittard,2.25,3.4,3.2,3.0,1.0,H,2,0,5,1,2,0,50,30,2,1,4,4,0,1,50,30
12/02/2023,2022,Twente,Volendam,1.25,6.0,10.0,3.0,0.0,H,2,0,5,1,2,0,80,20,1,1,4,3,1,1,80,20
12/02/2023,2022,Ajax,Waalwijk,1.14,8.0,17.0,3.0,1.0,H,0,0,3,3,0,0,44,44,0,1,1,2,0,0,44,44
12/02/2023,2022,Vitesse,Utrecht,2.45,3.5,2.63,2.0,0.0,H,0,1,2,6,0,1,11,44,0,1,7,9,0,1,11,44
12/02/2023,2022,Heerenveen,Feyenoord,4.75,3.8,1.67,1.0,2.0,A,1,2,4,6,1,2,40,20,1,0,5,2,1,0,40,20
12/02/2023,2022,Sparta Rotterdam,Go Ahead Eagles,1.95,3.3,3.8,2.0,1.0,H,1,0,2,1,0,0,60,20,1,2,3,5,1,2,60,20
11/02/2023,2022,FC Emmen,For Sittard,2.15,3.4,3.3,0.0,1.0,A,1,0,3,2,0,0,20,70,2,1,6,6,0,1,20,70
11/02/2023,2022,PSV Eindhoven,Groningen,1.14,7.5,15.0,6.0,0.0,H,2,0,3,0,1,0,80,10,0,3,3,7,0,1,80,10
11/02/2023,2022,Nijmegen,Cambuur,1.7,3.8,5.0,0.0,0.0,D,1,0,5,3,1,0,20,70,1,1,2,2,0,0,20,70
10/02/2023,2022,AZ Alkmaar,Excelsior,1.29,6.5,8.0,5.0,0.0,H,1,0,9,7,1,0,44,44,0,3,1,7,0,1,44,44
05/02/2023,2022,Groningen,Twente,5.0,3.75,1.6,1.0,1.0,D,0,3,2,7,0,1,22,11,0,0,3,3,0,0,22,11
05/02/2023,2022,Go Ahead Eagles,Nijmegen,2.4,3.4,2.7,1.0,0.0,H,0,1,5,8,0,1,20,40,1,1,1,2,0,1,20,40
05/02/2023,2022,Feyenoord,PSV Eindhoven,2.1,3.6,3.1,2.0,2.0,D,2,0,8,2,2,0,67,33,1,1,4,4,0,0,67,33
